16,43,45,40.63401032,-8.65996456,4,100,5,3,0,1
16,43,45,40.63401412,-8.65995408,4,100,3,2,3,1
16,43,46,40.63402176,-8.65995216,4,100,3,2,3,1
16,43,46,40.63402176,-8.65994932,4,100,2,1,3,1
16,43,46,40.63402176,-8.65994740,4,100,1,0,3,1
16,43,50,40.63402556,-8.65994644,4,83,0,12,4,1
16,43,51,40.63402556,-8.65994452,4,83,2,12,4,1
16,43,51,40.63402556,-8.65994072,4,83,3,12,4,1
16,43,52,40.63402940,-8.65993024,4,100,7,12,4,1
16,43,52,40.63402940,-8.65993024,4,100,8,11,4,1
16,43,52,40.63404464,-8.65991688,4,100,9,11,5,1
16,43,53,40.63404464,-8.65991400,4,100,10,11,5,1
16,43,53,40.63405608,-8.65990544,4,100,10,11,5,1
16,43,53,40.63405608,-8.65989684,4,100,11,11,5,1
16,43,54,40.63407136,-8.65988348,4,100,11,11,5,1
16,43,54,40.63407896,-8.65987776,4,100,11,11,5,1
16,43,54,40.63408280,-8.65986536,4,100,11,11,5,1
16,43,55,40.63408660,-8.65985584,4,100,11,11,5,1
16,43,55,40.63409804,-8.65984724,4,100,11,10,5,1
16,43,55,40.63410188,-8.65983676,4,100,11,10,5,1
16,43,56,40.63410568,-8.65983200,4,100,11,10,5,1
16,43,56,40.63411332,-8.65982340,4,100,11,10,5,1
16,43,56,40.63412096,-8.65981196,4,100,11,10,5,1
16,43,57,40.63412096,-8.65980816,4,100,11,10,5,1
16,43,57,40.63414000,-8.65979480,4,100,11,10,5,1
16,43,57,40.63415144,-8.65978624,4,100,10,9,5,1
16,43,58,40.63415144,-8.65978144,4,100,10,9,5,1
16,43,58,40.63415528,-8.65977668,4,100,10,9,5,1
16,43,58,40.63417052,-8.65977096,4,100,9,9,5,1
16,43,59,40.63417436,-8.65977000,4,100,9,9,5,1
16,43,59,40.63417816,-8.65976812,5,24,9,9,5,1
16,43,59,40.63419724,-8.65976812,5,24,9,10,5,1
16,44,0,40.63419724,-8.65977000,5,24,9,10,5,1
16,44,0,40.63420868,-8.65977096,5,24,9,10,5,1
16,44,0,40.63421632,-8.65977572,5,23,9,10,5,1
16,44,1,40.63421632,-8.65977668,5,22,9,10,5,1
16,44,1,40.63422776,-8.65978432,5,22,10,10,5,1
16,44,1,40.63423540,-8.65979292,5,22,10,10,5,1
16,44,2,40.63424300,-8.65979576,5,21,10,10,5,1
16,44,2,40.63425064,-8.65980528,5,20,10,10,5,1
16,44,2,40.63425828,-8.65981676,5,20,10,10,5,1
16,44,3,40.63426588,-8.65982152,5,20,11,10,5,1
16,44,3,40.63426972,-8.65983200,5,20,11,10,5,1
16,44,3,40.63427352,-8.65984060,5,19,11,10,5,1
16,44,4,40.63428496,-8.65985012,5,19,11,10,5,1
16,44,4,40.63428880,-8.65985488,5,19,11,10,5,1
16,44,4,40.63429260,-8.65986536,5,19,11,10,5,1
16,44,5,40.63430024,-8.65987588,5,19,11,10,5,1
16,44,5,40.63430404,-8.65988160,5,19,10,9,5,1
16,44,5,40.63431168,-8.65989208,5,19,10,10,5,1
16,44,6,40.63432312,-8.65990160,5,19,11,10,5,1
